n_eval,audit,W
2500,naive,22.505728686651153
2500,naive,4.03997432904761
2500,naive,10.304368890780042
2500,naive,6.076494277601559
2500,naive,0.12293651102779073
2500,naive,43.59258506360139
2500,naive,4.379823229617834
2500,naive,2.0844818535107734
2500,naive,4.317335229282369
2500,naive,1.1832272092522536
2500,naive,2.8292555174343565
2500,naive,2.0142673655488506
2500,naive,15.927100042152112
2500,naive,22.407284667780466
2500,naive,2.4722490525498575
2500,naive,9.092073141989324
2500,naive,11.704267857166693
2500,naive,1.6907179710110323
2500,naive,19.79526918621601
2500,naive,18.85474618429301
2500,naive,6.558876905001739
2500,naive,20.040869859776315
2500,naive,1.921816157391659
2500,naive,0.11886375906940855
2500,naive,0.8605898168977134
2500,naive,11.443528336970118
2500,naive,4.555930774592086
2500,naive,3.5711546445503477
2500,naive,1.6258750324488345
2500,naive,11.135887852041137
2500,naive,6.526429295939071
2500,naive,3.347201528951345
2500,naive,2.7667736796224696
2500,naive,1.231993386110389
2500,naive,5.1907203098591435
2500,naive,15.511617607724157
2500,naive,2.8254963908346733
2500,naive,32.764974306672734
2500,naive,17.51861073684776
2500,naive,1.8082389521003503
2500,naive,4.169603078470345
2500,naive,7.932747334732719
2500,naive,11.779266735256464
2500,naive,8.525745249637895
2500,naive,3.7660879079520577
2500,naive,7.384968950258647
2500,naive,1.9136680155284043
2500,naive,8.319521943638836
2500,naive,11.400798828214976
2500,naive,1.3803923822176367
2500,naive,2.6500984257113798
2500,naive,21.541057261892757
2500,naive,2.8964810288158294
2500,naive,0.12435633979185201
2500,xf,0.9874258173793293
2500,xf,0.3433371139245036
2500,xf,0.42601045697559936
2500,xf,1.0831893516428457
2500,xf,0.40658323873360325
2500,xf,0.9770160230185079
2500,xf,0.1529155625172042
2500,xf,0.9949344587427257
2500,xf,1.4216936898129453
2500,xf,5.9392203188062975
2500,xf,2.3779400929780237
2500,xf,3.3062058236934053
2500,xf,0.796972282497442
2500,xf,1.3769879499038475
2500,xf,0.6337083429373088
2500,xf,0.12565476828788336
2500,xf,2.499447775598017
2500,xf,0.10846577931305275
2500,xf,0.11077810693864233
2500,xf,3.285831737623829
2500,xf,5.109689641312173
2500,xf,5.296342315947067
2500,xf,0.9073339430001616
2500,xf,0.18803346327668513
