config_id,estimator,variance,ci,policy,n_oracle,rep,v_hat,truth,ci_lo,ci_hi
1,plug_in,if,wald,uniform,100,17,0.5006014341779875,0.5,0.48805786383938254,0.5131450045165925
1,plug_in,if,wald,uniform,100,18,0.49764913191680443,0.5,0.48677249252918176,0.5085257713044271
1,plug_in,if,wald,uniform,100,19,0.5017302003678505,0.5,0.4896348266412736,0.5138255740944275
1,plug_in,if,wald,uniform,100,28,0.4836620496130463,0.5,0.47195909756696475,0.4953650016591279
1,plug_in,if,wald,uniform,100,29,0.486577823982759,0.5,0.4747622254468566,0.4983934225186614
1,plug_in,if,wald,uniform,100,30,0.4946355394055988,0.5,0.48247733573827817,0.5067937430729194
1,plug_in,if,wald,uniform,100,31,0.5238611125802775,0.5,0.5133327115097623,0.5343895136507926
1,plug_in,if,wald,uniform,100,24,0.5046610329123251,0.5,0.49373237050470475,0.5155896953199455
1,plug_in,if,wald,uniform,100,25,0.47617037275930296,0.5,0.46629403091482824,0.4860467146037777
1,plug_in,if,wald,uniform,100,26,0.4982424925101804,0.5,0.4878262306167296,0.5086587544036312
1,plug_in,if,wald,uniform,100,27,0.47474154076564107,0.5,0.4637644993564755,0.4857185821748066
1,plug_in,if,wald,uniform,100,32,0.4947334366081262,0.5,0.4843591984654511,0.5051076747508012
1,plug_in,if,wald,uniform,100,33,0.501302221939604,0.5,0.4906913271803946,0.5119131166988136
1,plug_in,if,wald,uniform,100,34,0.4967853885200741,0.5,0.48562767660030404,0.5079431004398441
1,plug_in,if,wald,uniform,100,35,0.517201027521763,0.5,0.5066429145874939,0.5277591404560321
1,plug_in,if,wald,uniform,100,36,0.48285872515049466,0.5,0.47243970347619013,0.4932777468247992
1,plug_in,if,wald,uniform,100,37,0.49435601604567087,0.5,0.48305270732018085,0.5056593247711608
1,plug_in,if,wald,uniform,100,38,0.4945189478134531,0.5,0.48384096818047706,0.5051969274464292
1,plug_in,if,wald,uniform,100,39,0.5210820800925337,0.5,0.5100699353232949,0.5320942248617724
1,plug_in,if,wald,uniform,100,40,0.4898668431616845,0.5,0.4794898773917057,0.5002438089316633
1,plug_in,if,wald,uniform,100,41,0.49782083416573847,0.5,0.4861216208567099,0.5095200474747671
1,plug_in,if,wald,uniform,100,42,0.5170324580197434,0.5,0.5061657227489567,0.5278991932905301
1,plug_in,if,wald,uniform,100,43,0.5094159854658266,0.5,0.499311544274483,0.5195204266571701
1,plug_in,if,wald,uniform,100,20,0.47831280698635464,0.5,0.46784828314058646,0.4887773308321228
1,plug_in,if,wald,uniform,100,21,0.4951913400607193,0.5,0.48336512416731997,0.5070175559541186
1,plug_in,if,wald,uniform,100,22,0.5101802146403867,0.5,0.4997642811831119,0.5205961480976614
1,plug_in,if,wald,uniform,100,23,0.5027116141541893,0.5,0.4919342198891958,0.5134890084191828
1,plug_in,if,wald,uniform,100,44,0.5193277518682418,0.5,0.5084389911284,0.5302165126080836
1,plug_in,if,wald,uniform,100,45,0.5209639247503669,0.5,0.5094707559411653,0.5324570935595685
1,plug_in,if,wald,uniform,100,46,0.5060189699336999,0.5,0.4951393803270129,0.5168985595403869
1,plug_in,if,wald,uniform,100,47,0.4829055924201292,0.5,0.4713893828613296,0.4944218019789288
1,plug_in,if,wald,uniform,100,56,0.5056980176020642,0.5,0.4938754680069057,0.5175205671972228
1,plug_in,if,wald,uniform,100,57,0.5532608891251967,0.5,0.5428583138951734,0.56366346435522
