n_oracle,n_audit,policy,rep,omega_estimator,audit_W,audit_p,audit_decision
1500,254,uniform,40,boot_remax_no_ridge,1.1251372330771976,0.5697437295470404,PASS
1500,254,uniform,40,boot_fixed,0.693231397174467,0.7070770067438192,PASS
1500,269,uniform,41,analytical,5.876462064803582,0.05295932926328384,PASS
1500,269,uniform,41,boot_remax_ridge,0.09110276451371885,0.9554705070796303,PASS
1500,269,uniform,41,boot_remax_no_ridge,3.819306323088851,0.14813175547588675,PASS
1500,269,uniform,41,boot_fixed,5.795183956827131,0.055155876814124705,PASS
1500,261,uniform,42,analytical,2.110280855702944,0.34814353482474547,PASS
1500,261,uniform,42,boot_remax_ridge,0.0003975047579011748,0.9998012673709951,PASS
1500,261,uniform,42,boot_remax_no_ridge,7.585075642756537,0.02253833095208313,REFUSE-LEVEL
1500,261,uniform,42,boot_fixed,2.124005699027627,0.34576260590258245,PASS
1500,262,uniform,43,analytical,0.7910991443450708,0.6733099051631166,PASS
1500,262,uniform,43,boot_remax_ridge,0.027134640638972227,0.986524300951085,PASS
1500,262,uniform,43,boot_remax_no_ridge,1.0696206964886403,0.5857803738871981,PASS
1500,262,uniform,43,boot_fixed,0.8161591579777387,0.6649259625811443,PASS
1500,225,uniform,44,analytical,3.6560488289152424,0.16073079174884342,PASS
1500,225,uniform,44,boot_remax_ridge,0.050129797457542695,0.9752466177087666,PASS
1500,225,uniform,44,boot_remax_no_ridge,3.528967294821923,0.1712752020501902,PASS
1500,225,uniform,44,boot_fixed,3.7608147508989846,0.15252795695377086,PASS
1500,209,uniform,45,analytical,11.972966828957217,0.002512483897736395,REFUSE-LEVEL
1500,209,uniform,45,boot_remax_ridge,0.1062912368987376,0.9482419209100524,PASS
1500,209,uniform,45,boot_remax_no_ridge,5.554060120526425,0.062223031883326785,PASS
1500,209,uniform,45,boot_fixed,10.889959667633104,0.004317927082864714,REFUSE-LEVEL
1500,263,uniform,47,analytical,0.3740901009951162,0.8294063703740683,PASS
1500,263,uniform,47,boot_remax_ridge,0.0017906751371909138,0.9991050631264907,PASS
1500,263,uniform,47,boot_remax_no_ridge,0.338822729840825,0.8441615734927702,PASS
1500,263,uniform,47,boot_fixed,0.3757595250893528,0.8287143437464224,PASS
1500,265,uniform,46,analytical,3.948737585736441,0.13884892702148566,PASS
1500,265,uniform,46,boot_remax_ridge,0.1502784230912552,0.9276143427132248,PASS
1500,265,uniform,46,boot_remax_no_ridge,4.298087872842102,0.11659557728785153,PASS
1500,265,uniform,46,boot_fixed,3.933729179002944,0.13989479690926898,PASS
1500,245,uniform,48,analytical,2.682354244789243,0.26153762551766835,PASS
1500,245,uniform,48,boot_remax_ridge,0.16075164274008047,0.9227694847197263,PASS
1500,245,uniform,48,boot_remax_no_ridge,2.4298083000261688,0.29673845530804677,PASS
1500,245,uniform,48,boot_fixed,2.5256924543226704,0.2828478305577684,PASS
1500,239,uniform,49,analytical,2.8995675102184335,0.23462101820499348,PASS
1500,239,uniform,49,boot_remax_ridge,0.3209088754449566,0.8517566306598618,PASS
1500,239,uniform,49,boot_remax_no_ridge,4.346915749149902,0.11378348685116257,PASS
1500,239,uniform,49,boot_fixed,2.5515511750619724,0.2792143290688558,PASS
1500,250,right_skew,1,analytical,3.440661057452359,0.1790069711860648,PASS
1500,250,right_skew,1,boot_remax_ridge,0.0931111719265742,0.9545115016540304,PASS
1500,250,right_skew,1,boot_remax_no_ridge,3.20753147112835,0.2011376588248086,PASS
1500,250,right_skew,1,boot_fixed,3.2569483128153602,0.1962287602096735,PASS
1500,254,right_skew,0,analytical,0.9611410537894581,0.6184304599272415,PASS
1500,254,right_skew,0,boot_remax_ridge,0.02378480172186508,0.9881780342475136,PASS
1500,254,right_skew,0,boot_remax_no_ridge,0.6853606932524734,0.7098650860673543,PASS
1500,254,right_skew,0,boot_fixed,0.9798958308867436,0.6126583033895171,PASS
1500,246,right_skew,2,analytical,0.9919544720153733,0.6089755036287963,PASS
1500,246,right_skew,2,boot_remax_ridge,0.007436750775740167,0.9962885292092799,PASS
1500,246,right_skew,2,boot_remax_no_ridge,1.0815854696648142,0.582286470595242,PASS
1500,246,right_skew,2,boot_fixed,1.0966529359934405,0.5779161627377034,PASS
1500,238,right_skew,3,analytical,3.7338417091060103,0.1545989623709224,PASS
1500,238,right_skew,3,boot_remax_ridge,0.3949541116794936,0.820798972954849,PASS
1500,238,right_skew,3,boot_remax_no_ridge,4.090739252542928,0.12933237649725204,PASS
1500,238,right_skew,3,boot_fixed,3.818102181822403,0.14822096810916507,PASS
1500,246,right_skew,4,analytical,0.15076699631410587,0.9273877666246131,PASS
1500,246,right_skew,4,boot_remax_ridge,0.009597884381512828,0.9952125543345797,PASS
